model_name,threshold,validation_roc_auc,validation_pr_auc,validation_precision,validation_recall,validation_f1,test_roc_auc,test_pr_auc,test_precision,test_recall,test_f1
hist_gradient_boosting,0.18718639291359446,0.8047615366457097,0.3211215267636448,0.3473118279569892,0.412779552715655,0.3772262773722628,0.796774696327059,0.3111449913847509,0.32765737874097006,0.4057507987220447,0.3625463888095918
logistic_regression,0.6365462444713127,0.7209316531789407,0.1961431994511811,0.19883399815894445,0.41405750798722046,0.26865671641791045,0.7101228638205717,0.1859665579909478,0.19586983729662077,0.4,0.26296996429321573
